"","Date","Time","Latitude","Longitude","Type","Depth","Depth.Error","Depth.Seismic.Stations","Magnitude","Magnitude.Type","Magnitude.Error","Magnitude.Seismic.Stations","Azimuthal.Gap","Horizontal.Distance","Horizontal.Error","Root.Mean.Square","ID","Source","Location.Source","Magnitude.Source","Status","Year"
"21913","10/01/2013","03:38:22",53.1995,152.7864,"Earthquake",573,1.8,NA,6.7,"MWW",NA,NA,11,2.958,NA,1.2,"USB000K3C1","US","US","US","Reviewed","2013"
"21914","10/02/2013","01:06:37",11.2277,57.5902,"Earthquake",7.89,2.8,NA,5.7,"MWW",NA,NA,37,11.987,NA,0.96,"USB000K49T","US","US","US","Reviewed","2013"
"21915","10/04/2013","17:26:14",-38.6062,78.3693,"Earthquake",12.72,2.8,NA,6.4,"MWW",NA,NA,26,20.977,NA,1.14,"USB000K6NK","US","US","US","Reviewed","2013"
"21916","10/06/2013","16:38:09",12.3115,141.6905,"Earthquake",104,1.7,NA,6,"MWW",NA,NA,12,3.348,NA,0.73,"USB000K7Q5","US","US","US","Reviewed","2013"
"21917","10/06/2013","21:33:20",-36.7267,-97.4761,"Earthquake",10.28,1.7,NA,6.2,"MWW",NA,NA,41,20.626,NA,1.33,"USB000K7S0","US","US","US","Reviewed","2013"
"21918","10/08/2013","13:39:56",-58.8864,149.0414,"Earthquake",10,1.7,NA,5.7,"MWW",NA,NA,40,7.007,NA,0.89,"USB000K8JM","US","US","US","Reviewed","2013"
"21919","10/11/2013","21:25:00",-30.6623,-178.4838,"Earthquake",151,1.8,NA,6.2,"MWW",NA,NA,46,1.492,NA,1.2,"USB000KBBM","US","US","US","Reviewed","2013"
"21920","10/12/2013","02:10:27",10.9048,-62.315,"Earthquake",63,1.7,NA,6,"MWW",NA,NA,29,1.381,NA,1.06,"USB000KBHI","US","US","US","Reviewed","2013"
"21921","10/12/2013","13:11:53",35.5142,23.2523,"Earthquake",40,1.9,NA,6.6,"MWW",NA,NA,40,1.984,NA,1.21,"USB000KBN7","US","US","US","Reviewed","2013"
"21922","10/12/2013","14:30:10",0.7452,122.2107,"Earthquake",96.63,5.1,NA,5.5,"MWC",NA,NA,37,1.861,NA,1.17,"USB000KBPA","US","US","GCMT","Reviewed","2013"
"21923","10/12/2013","20:01:37",-36.7364,78.7182,"Earthquake",4.41,3.5,NA,5.5,"MWB",0.06,NA,33,22.21,NA,0.45,"USB000KBZ3","US","US","US","Reviewed","2013"
"21924","10/13/2013","17:32:46",3.9633,95.8634,"Earthquake",46,1.9,NA,5.6,"MWB",0.044,NA,40,1.657,NA,1.17,"USB000KCCU","US","US","US","Reviewed","2013"
"21925","10/15/2013","00:12:32",9.8796,124.1167,"Earthquake",19.04,2.9,NA,7.1,"MWW",NA,NA,12,3.144,NA,1.3,"USB000KDB4","US","US","US","Reviewed","2013"
"21926","10/15/2013","08:36:21",9.8331,124.261,"Earthquake",6.74,2.8,NA,5.6,"MWB",0.05,NA,24,3.039,NA,0.62,"USB000KDJ3","US","US","US","Reviewed","2013"
"21927","10/15/2013","08:42:50",9.7931,123.6885,"Earthquake",16.01,2.8,NA,5.7,"MWW",NA,NA,17,3.289,NA,0.61,"USB000KDJ6","US","US","US","Reviewed","2013"
"21928","10/16/2013","10:30:59",-6.4456,154.931,"Earthquake",35,1.8,NA,6.8,"MWW",NA,NA,9,5.79,NA,0.94,"USB000KEMB","US","US","US","Reviewed","2013"
"21929","10/19/2013","17:54:55",26.0913,-110.3209,"Earthquake",9.45,3,NA,6.6,"MWW",NA,NA,44,1.98,NA,1.1,"USB000KHBC","US","US","US","Reviewed","2013"
"21930","10/20/2013","13:16:39",-56.5117,-25.6931,"Earthquake",10,1.7,NA,5.6,"MWC",NA,NA,43,6.542,NA,0.55,"USB000KHL5","US","US","GCMT","Reviewed","2013"
"21931","10/21/2013","04:01:54",-22.9456,-174.7121,"Earthquake",11.91,0.5,NA,5.5,"MWB",0.063,NA,37,6.907,NA,1.37,"USB000KHRF","US","US","US","Reviewed","2013"
"21932","10/22/2013","21:15:51",-6.3449,154.9657,"Earthquake",50,1.8,NA,5.5,"MWW",NA,NA,17,5.813,NA,1.07,"USB000KIMR","US","US","US","Reviewed","2013"
"21933","10/23/2013","08:23:30",-23.0067,-177.1425,"Earthquake",160,1.9,NA,6,"MWB",0.042,NA,19,6.252,NA,0.84,"USB000KJ1Z","US","US","US","Reviewed","2013"
"21934","10/24/2013","00:25:46",-30.8285,-178.2171,"Earthquake",49.14,4.1,NA,5.5,"MWW",NA,NA,35,1.597,NA,1.44,"USC000KM1J","US","US","US","Reviewed","2013"
"21935","10/24/2013","19:25:11",-58.153,-12.7964,"Earthquake",22.87,2.3,NA,6.7,"MWW",NA,NA,53,13.711,NA,0.99,"USC000KMFW","US","US","US","Reviewed","2013"
"21936","10/25/2013","17:10:20",37.1557,144.6611,"Earthquake",35,1.8,NA,7.1,"MWW",NA,NA,10,3.968,NA,1.01,"USC000KN4N","US","US","US","Reviewed","2013"
"21937","10/25/2013","17:54:31",-19.3607,-173.728,"Earthquake",8.74,3.1,NA,5.7,"MB",0.033,NA,26,5.734,NA,0.86,"USC000KN6G","US","US","US","Reviewed","2013"
"21938","10/25/2013","21:27:35",37.1057,144.6715,"Earthquake",10,1.8,NA,5.5,"MB",0.044,NA,31,5.04,NA,0.78,"USC000KNDD","US","US","US","Reviewed","2013"
"21939","10/27/2013","18:13:06",37.0876,144.5734,"Earthquake",20.16,3.3,NA,5.5,"MWB",0.041,NA,28,5.041,NA,0.84,"USC000KP6N","US","US","US","Reviewed","2013"
"21940","10/29/2013","10:37:56",-61.6949,154.6743,"Earthquake",10,1.7,NA,5.9,"MWW",NA,NA,32,7.563,NA,0.8,"USC000KQKF","US","US","US","Reviewed","2013"
"21943","10/31/2013","12:02:09",23.5904,121.4366,"Earthquake",10,1.7,NA,6.3,"MWW",NA,NA,15,0.234,NA,1.29,"USC000KSDY","US","US","US","Reviewed","2013"
"21944","10/31/2013","23:04:00",-30.2921,-71.5215,"Earthquake",27,1.7,NA,6.6,"MWW",NA,NA,31,0.636,NA,1.28,"USB000KQNC","US","US","US","Reviewed","2013"
"21945","11/02/2013","15:52:46",-23.6357,-112.5956,"Earthquake",9.98,1.6,NA,6,"MWW",NA,NA,35,4.558,NA,0.81,"USB000KRJT","US","US","US","Reviewed","2013"
"21946","11/02/2013","18:53:47",-19.1711,-172.6411,"Earthquake",10.05,1.1,NA,6.2,"MWW",NA,NA,21,5.297,NA,0.72,"USB000KRLZ","US","US","US","Reviewed","2013"
"21947","11/02/2013","19:05:57",-19.2068,-172.3982,"Earthquake",10,1.7,NA,5.7,"MWC",NA,NA,31,2.339,NA,1.26,"USB000KRM5","US","US","GCMT","Reviewed","2013"
"21948","11/03/2013","02:42:54",-5.8583,148.8538,"Earthquake",88.74,3.9,NA,5.8,"MWW",NA,NA,14,3.902,NA,0.88,"USB000KRUL","US","US","US","Reviewed","2013"
"21949","11/03/2013","10:08:55",-19.2137,-172.5332,"Earthquake",4,1.7,NA,5.6,"MWB",0.059,NA,31,5.324,NA,0.94,"USB000KS0P","US","US","US","Reviewed","2013"
"21950","11/03/2013","11:03:38",4.6565,123.3471,"Earthquake",532,1.8,NA,5.9,"MWW",NA,NA,15,3.267,NA,1.42,"USB000KS1G","US","US","US","Reviewed","2013"
"21951","11/03/2013","17:46:45",-57.8439,-25.714,"Earthquake",65.64,4.2,NA,5.5,"MWW",NA,NA,45,7.006,NA,0.79,"USB000KS54","US","US","US","Reviewed","2013"
"21952","11/07/2013","16:46:35",-22.324,171.5445,"Earthquake",98,1.8,NA,5.7,"MWW",NA,NA,24,4.733,NA,0.8,"USB000KU2V","US","US","US","Reviewed","2013"
"21953","11/08/2013","09:51:02",-1.1873,67.6827,"Earthquake",10,1.7,NA,5.5,"MWB",0.047,NA,33,5.567,NA,0.94,"USB000KUKJ","US","US","US","Reviewed","2013"
"21954","11/09/2013","03:45:14",-12.0269,167.1235,"Earthquake",10.91,2.5,NA,5.5,"MWC",NA,NA,43,7.505,NA,0.74,"USB000KV0R","US","US","GCMT","Reviewed","2013"
"21955","11/09/2013","14:53:27",-28.3173,-176.7731,"Earthquake",10,1.7,NA,5.5,"MWB",0.062,NA,65,10.101,NA,0.98,"USB000KV5K","US","US","US","Reviewed","2013"
"21956","11/09/2013","22:37:50",35.9187,139.9684,"Earthquake",64.31,3,NA,5.6,"MWW",NA,NA,41,0.671,NA,1.04,"USB000KVCA","US","US","US","Reviewed","2013"
"21957","11/10/2013","21:13:50",-54.9278,-130.5733,"Earthquake",10,1.8,NA,5.6,"MWB",0.055,NA,22,31.328,NA,0.75,"USB000KVKE","US","US","US","Reviewed","2013"
"21958","11/12/2013","07:03:51",54.6859,162.3024,"Earthquake",43,1.8,NA,6.4,"MWW",NA,NA,20,2.73,NA,0.87,"USB000KW1X","US","US","US","Reviewed","2013"
"21959","11/13/2013","03:57:40",51.5477,-178.9984,"Earthquake",20,1.7,NA,5.8,"MWW",NA,NA,33,0.281,NA,0.93,"USB000KWL1","US","US","US","Reviewed","2013"
"21960","11/13/2013","23:45:48",-60.2814,-47.1233,"Earthquake",11.07,0.6,NA,6.1,"MWW",NA,NA,23,8.319,NA,1.19,"USB000KXHR","US","US","US","Reviewed","2013"
"21961","11/15/2013","02:00:34",41.4306,142.177,"Earthquake",46,1,NA,5.5,"MWB",0.042,NA,38,0.937,NA,0.81,"USB000KYPF","US","US","US","Reviewed","2013"
"21962","11/16/2013","03:34:31",-60.2627,-47.0621,"Earthquake",9.97,1.9,NA,6.9,"MWW",NA,NA,17,8.284,NA,0.84,"USB000KZNC","US","US","US","Reviewed","2013"
"21963","11/16/2013","09:35:46",-60.2942,-46.4266,"Earthquake",10.28,2.3,NA,5.5,"MWB",0.083,NA,29,8.073,NA,0.96,"USB000KZST","US","US","US","Reviewed","2013"
"21964","11/16/2013","10:26:43",4.2077,90.0652,"Earthquake",10.01,2.6,NA,5.7,"MWB",0.078,NA,43,6.933,NA,0.78,"USB000KZTL","US","US","US","Reviewed","2013"
"21965","11/16/2013","11:44:41",35.6039,140.1529,"Earthquake",59.4,1.6,NA,5.5,"MWB",0.08,NA,40,1.831,NA,0.89,"USB000KZUJ","US","US","US","Reviewed","2013"
"21966","11/16/2013","15:00:13",-60.3474,-46.3687,"Earthquake",10,1.7,NA,5.5,"MWC",NA,NA,41,8.089,NA,0.91,"USB000KZWY","US","US","GCMT","Reviewed","2013"
"21967","11/17/2013","09:04:56",-60.2738,-46.4011,"Earthquake",10,1.7,NA,7.7,"MWW",NA,NA,23,8.05,NA,1.33,"USB000L0GQ","US","US","US","Reviewed","2013"
"21968","11/17/2013","09:11:02",-60.4778,-45.2114,"Earthquake",15.57,3.5,NA,5.8,"MB",0.106,NA,58,7.79,NA,0.93,"USB000L4FR","US","US","US","Reviewed","2013"
"21969","11/17/2013","12:11:36",-60.526,-44.3839,"Earthquake",10,1.7,NA,5.7,"MB",0.066,NA,26,7.568,NA,0.97,"USB000L0MF","US","US","US","Reviewed","2013"
"21970","11/17/2013","17:37:14",-10.329,-11.8343,"Earthquake",10,1.7,NA,5.5,"MB",0.04,NA,28,3.087,NA,0.69,"USB000L0W2","US","US","US","Reviewed","2013"
"21971","11/18/2013","19:10:45",34.3343,137.0475,"Earthquake",328,1.8,NA,5.6,"MWW",NA,NA,19,1.013,NA,0.75,"USB000L1HK","US","US","US","Reviewed","2013"
"21972","11/19/2013","13:32:51",2.6403,128.4339,"Earthquake",38,1.7,NA,6,"MWW",NA,NA,19,2.14,NA,1.01,"USB000L219","US","US","US","Reviewed","2013"
"21973","11/19/2013","15:16:48",8.9147,138.5332,"Earthquake",10,1.2,NA,5.9,"MWW",NA,NA,19,4.176,NA,0.85,"USB000L22E","US","US","US","Reviewed","2013"
"21974","11/19/2013","17:00:44",18.4753,145.2041,"Earthquake",511,1.8,NA,6,"MWW",NA,NA,10,1.848,NA,1.05,"USB000L25I","US","US","US","Reviewed","2013"
"21975","11/19/2013","23:18:01",-63.2943,-164.9357,"Earthquake",10.13,2.3,NA,5.7,"MWB",0.071,NA,78,17.035,NA,0.89,"USB000L2J8","US","US","US","Reviewed","2013"
"21976","11/20/2013","10:09:18",12.3975,95.1481,"Earthquake",10.26,2.2,NA,5.5,"MWB",0.048,NA,32,7,NA,0.86,"USB000L2RK","US","US","US","Reviewed","2013"
"21977","11/22/2013","06:51:25",34.4574,45.4824,"Earthquake",6,1.2,NA,5.6,"MWB",0.038,NA,33,0.784,NA,1.37,"USB000L43R","US","US","US","Reviewed","2013"
"21978","11/22/2013","17:20:58",5.4216,92.8184,"Earthquake",15.61,1.2,NA,5.5,"MWW",NA,NA,22,4.115,NA,0.84,"USB000L4JU","US","US","US","Reviewed","2013"
"21979","11/22/2013","18:30:58",34.3083,45.6105,"Earthquake",14,1.7,NA,5.8,"MWW",NA,NA,28,0.75,NA,0.9,"USB000L4LF","US","US","US","Reviewed","2013"
"21980","11/23/2013","07:48:32",-17.1171,-176.5449,"Earthquake",371,1.8,NA,6.5,"MWW",NA,NA,22,5.194,NA,0.83,"USB000L51G","US","US","US","Reviewed","2013"
"21981","11/25/2013","05:56:50",45.5613,151.0047,"Earthquake",34,1.7,NA,6,"MWW",NA,NA,26,5.885,NA,0.66,"USB000L5Z1","US","US","US","Reviewed","2013"
"21982","11/25/2013","06:27:09",-54.0272,-54.9796,"Earthquake",10.01,2.3,NA,5.6,"MB",0.052,NA,32,3.007,NA,0.75,"USB000L5ZB","US","US","US","Reviewed","2013"
"21983","11/25/2013","06:27:33",-53.9451,-55.0033,"Earthquake",11.78,2.4,NA,7,"MWW",NA,NA,31,2.935,NA,1.08,"USB000L5ZN","US","US","US","Reviewed","2013"
"21984","11/25/2013","07:21:18",-53.8708,-53.9107,"Earthquake",14.83,3.1,NA,6,"MWC",NA,NA,58,3.346,NA,0.76,"USB000L633","US","US","GCMT","Reviewed","2013"
"21985","11/25/2013","20:06:56",-12.5993,-76.2025,"Earthquake",76.57,3.4,NA,5.5,"MWB",0.066,NA,64,0.872,NA,0.73,"USB000L6BT","US","US","US","Reviewed","2013"
"21986","11/26/2013","14:30:28",-5.8261,150.7634,"Earthquake",61.17,4.3,NA,5.5,"MWB",0.054,NA,22,5.039,NA,1.1,"USB000L6RL","US","US","US","Reviewed","2013"
"21988","12/01/2013","01:24:14",-7.0269,128.3791,"Earthquake",9.87,2.1,NA,6.4,"MWW",NA,NA,11,3.046,NA,0.7,"USB000L8MB","US","US","US","Reviewed","2013"
"21989","12/01/2013","03:19:38",41.6832,-126.8781,"Earthquake",10.09,2.5,NA,5.5,"MWW",NA,NA,46,2.047,NA,0.94,"USB000L8N7","US","US","US","Reviewed","2013"
"21990","12/01/2013","06:29:58",2.044,96.8261,"Earthquake",20,1.7,NA,6,"MWW",NA,NA,27,1.049,NA,0.89,"USB000L8PB","US","US","US","Reviewed","2013"
"21991","12/02/2013","02:14:57",-21.2849,170.3154,"Earthquake",110,1.8,NA,5.6,"MWW",NA,NA,21,3.685,NA,1.28,"USB000L90P","US","US","US","Reviewed","2013"
"21992","12/02/2013","12:18:48",-53.3147,25.4971,"Earthquake",10,1.8,NA,5.5,"MWB",0.066,NA,36,18.267,NA,0.71,"USB000L96N","US","US","US","Reviewed","2013"
"21993","12/03/2013","23:58:50",6.6241,126.1749,"Earthquake",30,1.7,NA,5.6,"MWB",0.048,NA,33,0.738,NA,0.79,"USB000LAYI","US","US","US","Reviewed","2013"
"21994","12/04/2013","14:55:40",-25.4464,178.253,"Earthquake",574,1.8,NA,5.7,"MWW",NA,NA,18,5.083,NA,0.74,"USB000LB85","US","US","US","Reviewed","2013"
"21995","12/08/2013","17:24:54",44.4438,149.1667,"Earthquake",28,1.7,NA,6,"MWW",NA,NA,26,4.726,NA,0.99,"USB000LDS9","US","US","US","Reviewed","2013"
"21996","12/13/2013","04:45:11",13.1334,-89.0898,"Earthquake",67.59,3.6,NA,5.6,"MWB",0.061,NA,41,0.567,NA,0.95,"USC000LJV7","US","US","US","Reviewed","2013"
"21997","12/14/2013","04:06:15",35.6544,140.6546,"Earthquake",42,1.8,NA,5.5,"MWB",0.043,NA,40,0.443,NA,0.84,"USC000LKGY","US","US","US","Reviewed","2013"
"21998","12/16/2013","04:11:47",-58.6854,149.3456,"Earthquake",6.67,3.3,NA,5.5,"MWB",0.062,NA,94,6.763,NA,0.94,"USC000LLBC","US","US","US","Reviewed","2013"
"21999","12/16/2013","12:07:25",-46.0838,165.9893,"Earthquake",11.37,2.8,NA,5.8,"MWW",NA,NA,49,1.023,NA,0.65,"USC000LLFS","US","US","US","Reviewed","2013"
"22001","12/17/2013","17:02:02",-20.7074,-178.6609,"Earthquake",601.97,4,NA,5.7,"MWB",0.052,NA,18,4.28,NA,0.99,"USC000LM7A","US","US","US","Reviewed","2013"
"22002","12/17/2013","23:38:07",20.7727,146.7903,"Earthquake",9,1.6,NA,6.2,"MWW",NA,NA,14,4.162,NA,0.81,"USC000LMMC","US","US","US","Reviewed","2013"
"22003","12/19/2013","21:34:13",-6.9084,128.3228,"Earthquake",10.63,2.8,NA,5.7,"MWB",0.093,NA,15,3.138,NA,0.85,"USC000LNJ6","US","US","US","Reviewed","2013"
"22004","12/21/2013","01:34:14",35.6065,140.6497,"Earthquake",35.36,3.9,NA,5.5,"MWB",0.06,NA,42,0.405,NA,0.75,"USC000LPAH","US","US","US","Reviewed","2013"
"22005","12/21/2013","06:38:29",-22.2795,171.7306,"Earthquake",122,1.9,NA,5.5,"MWB",0.078,NA,94,4.904,NA,1.2,"USC000LPDM","US","US","US","Reviewed","2013"
"22006","12/22/2013","07:29:04",-46.4494,96.133,"Earthquake",9.87,2.3,NA,5.5,"MWB",0.063,NA,48,21.036,NA,0.91,"USC000LPW9","US","US","US","Reviewed","2013"
"22007","12/22/2013","10:03:10",-46.4386,96.0153,"Earthquake",10,1.7,NA,5.6,"MWB",0.052,NA,48,21.099,NA,1.12,"USC000LPXM","US","US","US","Reviewed","2013"
"22008","12/23/2013","06:57:29",35.688,142.1406,"Earthquake",8,1.7,NA,5.6,"MWB",0.049,NA,43,1.538,NA,1.28,"USC000LQ71","US","US","US","Reviewed","2013"
"22009","12/23/2013","09:12:27",12.7711,143.036,"Earthquake",92,1.9,NA,5.8,"MWW",NA,NA,17,1.961,NA,0.85,"USC000LQ86","US","US","US","Reviewed","2013"
"22010","12/28/2013","06:43:37",-56.4333,-142.5413,"Earthquake",10,1.7,NA,5.6,"MWB",0.073,NA,27,27.48,NA,1.48,"USC000LT6S","US","US","US","Reviewed","2013"
"22011","12/28/2013","15:21:04",36.028,31.31,"Earthquake",40.7,3.3,NA,5.9,"MWW",NA,NA,26,1.34,NA,1.08,"USC000LTAX","US","US","US","Reviewed","2013"
"22012","12/28/2013","18:59:05",-1.3673,-15.1711,"Earthquake",10.23,3.2,NA,5.8,"MWW",NA,NA,15,6.571,NA,0.95,"USC000LTDL","US","US","US","Reviewed","2013"
"22013","12/28/2013","19:06:17",-18.2012,-174.3201,"Earthquake",95.83,3.4,NA,5.9,"MWW",NA,NA,16,4.255,NA,0.6,"USC000LTDN","US","US","US","Reviewed","2013"
"22014","12/28/2013","19:31:24",20.7553,146.6663,"Earthquake",11.82,3.1,NA,5.6,"MWC",NA,NA,16,4.12,NA,0.58,"USC000LTE5","US","US","GCMT","Reviewed","2013"
"22015","12/29/2013","12:49:17",-5.605,153.9863,"Earthquake",24,1.7,NA,5.5,"MWW",NA,NA,23,7.03,NA,0.98,"USC000LTNQ","US","US","US","Reviewed","2013"
"22016","12/29/2013","15:37:38",1.2996,126.2455,"Earthquake",42.94,2,NA,5.7,"MWW",NA,NA,25,1.237,NA,0.86,"USC000LTQK","US","US","US","Reviewed","2013"
"22017","12/31/2013","20:01:07",19.1181,120.2719,"Earthquake",10.95,2.6,NA,5.7,"MWW",NA,NA,21,3.757,NA,0.9,"USC000LUWE","US","US","US","Reviewed","2013"
"22018","01/01/2014","16:03:29",-13.8633,167.249,"Earthquake",187,1.7,NA,6.5,"MWW",NA,NA,14,3.997,NA,0.76,"USC000LVB5","US","US","US","Reviewed","2014"
"22020","01/04/2014","05:23:00",36.9704,143.3822,"Earthquake",22,1.7,NA,5.5,"MWB",0.075,17,46,4.176,NA,0.7,"USC000LWP7","US","US","US","Reviewed","2014"
"22021","01/05/2014","03:36:41",4.557,-76.644,"Earthquake",53.91,3.8,NA,5.5,"MWB",0.059,28,21,2.332,NA,0.65,"USC000LX2L","US","US","US","Reviewed","2014"
"22022","01/07/2014","23:02:53",-4.5306,-106.0719,"Earthquake",10,1.7,NA,5.7,"MWB",0.053,34,45,16.226,NA,1.04,"USC000LYI1","US","US","US","Reviewed","2014"
"22023","01/08/2014","04:22:10",-20.7495,-70.633,"Earthquake",20,1.7,NA,5.7,"MWW",NA,NA,36,1.345,NA,0.73,"USC000LYKC","US","US","US","Reviewed","2014"
"22024","01/09/2014","06:39:33",-11.5917,166.5235,"Earthquake",58.01,3.8,NA,5.8,"MWW",NA,NA,35,6.811,NA,0.74,"USC000LZ8G","US","US","US","Reviewed","2014"
"22025","01/10/2014","02:22:56",-31.3131,-179.5728,"Earthquake",211,1.8,NA,5.6,"MWW",NA,NA,22,2.504,NA,1.01,"USC000LZSC","US","US","US","Reviewed","2014"
"22026","01/11/2014","13:10:51",14.6437,-92.0592,"Earthquake",78,1.9,NA,5.5,"MWB",0.046,45,68,0.329,NA,1.37,"USC000M0XB","US","US","US","Reviewed","2014"
"22027","01/13/2014","04:01:03",19.0428,-66.8096,"Earthquake",20,1.7,NA,6.4,"MWW",NA,NA,21,0.572,NA,1.22,"USC000M1W9","US","US","US","Reviewed","2014"
"22028","01/16/2014","07:33:10",51.1701,-179.2252,"Earthquake",27,1.7,NA,5.5,"MWB",0.035,77,70,0.681,NA,1.14,"USB000M225","US","US","US","Reviewed","2014"
"22029","01/20/2014","02:52:44",-40.6595,175.8144,"Earthquake",28,1.7,NA,6.1,"MWW",NA,NA,29,0.329,NA,0.95,"USB000M4I4","US","US","US","Reviewed","2014"
"22030","01/21/2014","01:29:07",-15.1443,-174.6812,"Earthquake",6.12,1.5,NA,6.1,"MWW",NA,NA,45,3.068,NA,0.89,"USB000M5GE","US","US","US","Reviewed","2014"
"22031","01/22/2014","03:41:30",-15.1091,-174.6902,"Earthquake",11.34,3.9,NA,5.5,"MWC",NA,NA,51,3.062,NA,0.81,"USB000M635","US","US","GCMT","Reviewed","2014"
"22032","01/22/2014","10:20:31",-20.4871,172.5205,"Earthquake",10.03,1.8,NA,5.6,"MWB",0.069,20,60,4.819,NA,0.69,"USB000M668","US","US","US","Reviewed","2014"
"22033","01/23/2014","00:52:15",-7.1045,120.3147,"Earthquake",579,1.9,NA,5.5,"MWB",0.063,24,30,4.714,NA,0.94,"USB000M6HR","US","US","US","Reviewed","2014"
"22034","01/23/2014","04:59:50",13.3556,146.1336,"Earthquake",7,1.7,NA,5.8,"MWW",NA,NA,17,1.252,NA,0.93,"USB000M6JC","US","US","US","Reviewed","2014"
"22035","01/23/2014","05:24:00",13.3936,146.1758,"Earthquake",10,1.8,NA,5.7,"MWC",NA,NA,25,1.286,NA,0.92,"USB000M6JK","US","US","GCMT","Reviewed","2014"
"22036","01/25/2014","05:14:19",-7.9855,109.2653,"Earthquake",66,1.7,NA,6.1,"MWW",NA,NA,20,1.248,NA,1.45,"USB000M7WD","US","US","US","Reviewed","2014"
"22037","01/26/2014","13:55:42",38.2082,20.4528,"Earthquake",8,1,NA,6.1,"MWW",NA,NA,36,1.555,NA,0.81,"USB000M8CH","US","US","US","Reviewed","2014"
"22038","01/26/2014","13:57:19",38.2889,20.5649,"Earthquake",10,1.9,NA,5.6,"MB",0.116,28,82,1.567,NA,1,"USC000MN0R","US","US","US","Reviewed","2014"
"22039","01/27/2014","16:42:38",-19.2592,-63.9189,"Earthquake",600.21,3.9,NA,5.6,"MWB",0.098,10,28,4.234,NA,0.85,"USB000M8X1","US","US","US","Reviewed","2014"
"22040","01/29/2014","00:32:28",-9.5949,161.2282,"Earthquake",41,1.8,NA,5.6,"MWB",0.05,38,16,1.272,NA,0.7,"USC000MCJ6","US","US","US","Reviewed","2014"
"22041","01/29/2014","10:01:51",-18.5087,-69.3735,"Earthquake",120.03,3.2,NA,5.6,"MWW",NA,NA,26,0.653,NA,1.13,"USC000MCSN","US","US","US","Reviewed","2014"
"22042","02/01/2014","03:58:44",-56.8269,-27.3391,"Earthquake",129.97,3.8,NA,6.1,"MWW",NA,NA,23,5.783,NA,0.79,"USC000MF4J","US","US","US","Reviewed","2014"
"22043","02/01/2014","20:00:01",-11.4671,166.2799,"Earthquake",45.95,3.9,NA,5.7,"MWW",NA,NA,36,4.056,NA,0.67,"USC000MFE4","US","US","US","Reviewed","2014"
"22044","02/02/2014","09:26:38",-32.9076,-177.8806,"Earthquake",44.26,3.6,NA,6.5,"MWW",NA,NA,22,3.651,NA,1.28,"USC000MFM0","US","US","US","Reviewed","2014"
"22046","02/03/2014","04:26:00",-4.8976,153.7404,"Earthquake",109,4.6,NA,5.6,"MWW",NA,NA,19,1.721,NA,1.02,"USC000MFVH","US","US","US","Reviewed","2014"
"22047","02/03/2014","22:36:37",-7.1916,128.1716,"Earthquake",7.05,2.7,NA,5.8,"MWW",NA,NA,17,3.198,NA,1.39,"USC000MGMA","US","US","US","Reviewed","2014"
"22048","02/05/2014","20:52:33",-61.3939,154.4542,"Earthquake",10,1.7,NA,5.9,"MWW",NA,NA,32,7.316,NA,0.99,"USC000MIJ1","US","US","US","Reviewed","2014"
"22049","02/05/2014","22:53:05",-20.3954,169.2569,"Earthquake",48.18,4.7,NA,5.5,"MWB",0.075,17,58,2.778,NA,1.09,"USC000MIQL","US","US","US","Reviewed","2014"
"22050","02/06/2014","05:47:02",-11.5493,166.4025,"Earthquake",50.23,3.9,NA,5.5,"MWB",0.048,41,34,3.951,NA,0.68,"USC000MIYU","US","US","US","Reviewed","2014"
"22051","02/07/2014","08:40:14",-15.0691,167.3721,"Earthquake",122,1.8,NA,6.5,"MWW",NA,NA,20,0.409,NA,1.15,"USC000MJYE","US","US","US","Reviewed","2014"
"22052","02/08/2014","19:50:36",-60.4256,-45.1914,"Earthquake",23.93,3,NA,5.7,"MWW",NA,NA,45,7.744,NA,0.85,"USC000ML4S","US","US","US","Reviewed","2014"
"22053","02/09/2014","14:56:39",-5.9651,154.435,"Earthquake",41.8,3,NA,6,"MWW",NA,NA,15,2.867,NA,0.93,"USC000MLK4","US","US","US","Reviewed","2014"
"22054","02/10/2014","18:06:18",-8.2076,124.5284,"Earthquake",18.6,2.4,NA,5.5,"MWB",0.052,35,40,1.559,NA,0.94,"USC000MMB5","US","US","US","Reviewed","2014"
"22055","02/12/2014","09:19:49",35.9053,82.5864,"Earthquake",10,1.7,NA,6.9,"MWW",NA,NA,18,7.496,NA,0.83,"USC000MNVJ","US","US","US","Reviewed","2014"
"22056","02/12/2014","09:24:43",35.8221,82.4667,"Earthquake",10,1.8,NA,5.7,"MB",0.067,83,29,9.192,NA,0.93,"USC000MZ3I","US","US","US","Reviewed","2014"
"22058","02/12/2014","19:22:53",-20.6254,169.8532,"Earthquake",12.34,3.5,NA,5.6,"MWW",NA,NA,34,3.209,NA,0.71,"USC000MP97","US","US","US","Reviewed","2014"
"22059","02/14/2014","07:44:15",-22.9553,-114.3303,"Earthquake",12,1.7,NA,5.6,"MWW",NA,NA,35,14.562,NA,1.08,"USC000MQD1","US","US","US","Reviewed","2014"
"22060","02/17/2014","05:55:59",18.5285,120.4305,"Earthquake",20.23,2.9,NA,5.5,"MWW",NA,NA,43,0.971,NA,0.93,"USC000MRUF","US","US","US","Reviewed","2014"
